음식ID,이름,탄,단,지
24491,식육간편조리_일미육개장,1.2,2.9,1.5
24492,식육간편조리_임성근의 수성심 한우사골도가니탕,0.8,3.2,3.4
24493,식육간편조리_정성가득 녹두삼계탕,2.0,8.89,3.11
24494,식육간편조리_생생 삼계탕,3.8,8.0,3.1
24495,식육간편조리_선비찬 뼈다귀감자탕,3.49,4.34,3.73
24496,식육간편조리_소고기 장터해장국,2.8,2.4,1.6
24497,식육간편조리_소노정 바른사골 한우곰탕,0.0,3.9,6.2
24498,식육간편조리_송화유수 고기듬뿍 전통 갈비탕,2.0,4.0,0.7
24499,식육간편조리_쉐프9단 목우촌삼계탕,2.94,8.0,3.53
24500,식육간편조리_시추안하우스 마라탕,4.5,2.83,1.5
24501,식육간편조리_아워홈 뼈없는 갈비탕,0.25,4.0,4.8
24502,식육간편조리_아워홈 얼큰 육개장,2.33,2.0,0.9
24503,식육간편조리_아워홈 진한 사골곰탕,0.0,3.9,0.5
24504,식육간편조리_아이얌 홈쿡 진한 한우 사골곰탕,0.0,1.0,1.25
24505,식육간편조리_안심삼계탕,3.21,19.01,3.95
24506,식육간편조리_야미감자탕,3.97,6.47,3.36
24507,식육간편조리_양촌선지해장국,5.1,10.5,2.7
24508,식육간편조리_어린이 한우 사골 곰국,0.27,1.38,0.77
24509,식육간편조리_얼큰 순댓국,3.75,5.14,4.56
24510,식육간편조리_얼큰우거지갈비탕,5.0,13.0,2.6
24511,식육간편조리_영양삼계탕,2.22,6.44,1.0
24512,식육간편조리_옛날 갈비탕,0.4,2.6,0.84
24513,식육간편조리_옛날 삼계탕,4.33,8.44,5.0
24514,식육간편조리_옛날삼계탕,4.33,8.44,5.0
24515,식육간편조리_오세득 뼈없는 한우 맑은곰탕,0.33,2.17,0.83
24516,식육간편조리_본가집 도가니탕,1.25,11.25,1.38
24517,식육간편조리_본가집 설렁탕,1.63,6.88,3.25
24518,식육간편조리_본가집갈비곰탕,2.38,6.75,4.13
24519,식육간편조리_부자 뼈 없는 갈비탕,0.09,3.63,1.38
24520,식육간편조리_비비고 누룽지닭다리삼계탕,3.45,10.18,4.0
24521,식육간편조리_비비고 닭곰탕,0.6,6.4,0.6
24522,식육간편조리_비비고 특설렁탕,0.29,3.14,1.0
24523,식육간편조리_비비고닭곰탕,0.2,5.6,0.6
24524,식육간편조리_비비고삼계탕,2.88,8.75,4.63
24525,식육간편조리_빨간 삼계탕,2.0,9.0,3.8
24526,식육간편조리_뼈없는 감자탕,3.71,5.64,3.0
24527,식육간편조리_사골 도가니탕,0.0,5.6,1.6
24528,식육간편조리_삼계탕,2.5,8.63,4.75
24529,식육간편조리_삼계탕,4.8,8.2,3.4
24530,식육간편조리_삼계탕,5.0,9.5,4.2
24531,식육간편조리_삼백한우고기곰탕,0.6,7.4,1.8
24532,식육간편조리_삼원가든 갈비곰탕,1.25,3.88,0.63
24533,식육간편조리_삼원가든 소고기우거지탕,2.83,4.67,1.0
24534,식육간편조리_삼원가든 육개장갈비탕,1.88,3.75,1.38
24535,식육간편조리_삼원가든 한우맑은설렁탕,0.2,4.4,0.34
24536,식육간편조리_삼청동뚝배기 소머리국밥,1.98,4.22,0.8
24537,식육간편조리_곰곰 누룽지 백숙,6.67,5.5,2.33
24538,식육간편조리_교동 따로식당 선지해장국,4.17,4.5,1.5
24539,식육간편조리_宮 고기듬뿍갈비탕,3.17,5.83,4.5
24540,식육간편조리_宮 한우사골곰탕,0.2,3.8,1.4
24541,식육간편조리_네가지 햄듬뿍 부대찌개,3.8,3.6,4.0
24542,식육간편조리_녹두 삼계탕,4.0,10.0,3.67
24543,식육간편조리_누룽지반계탕,4.33,9.0,2.83
24544,식육간편조리_누룽지백숙,3.67,7.78,3.22
24545,식육간편조리_누룽지삼계탕,3.75,11.14,2.61
24546,식육간편조리_능이삼계탕,6.0,8.1,1.7
24547,식육간편조리_대파 설렁탕,0.73,4.55,3.82
24548,식육간편조리_더 명작 우리 한우 미역국,0.37,0.17,0.2
24549,식육간편조리_더비비고 도가니탕,0.0,7.0,1.8
24550,식육간편조리_맘이맘 뼈없는 삼계탕,0.8,6.4,4.4
24551,식육간편조리_맘이맘 정성가득 한우 소머리곰탕,3.17,6.0,2.0
24552,식육간편조리_맛있닭 닭가슴살 한끼삼계탕,4.0,6.0,0.44
24553,식육간편조리_명품설렁탕,1.67,0.83,0.67
24554,식육간편조리_명품육개장,2.5,2.17,1.33
24555,식육간편조리_모퉁이우 진한 곰탕,0.86,2.0,2.14
24556,식육간편조리_반듯한식 산삼배양근 삼계탕,3.13,11.13,5.0
24557,식육간편조리_백일섭의 큼직한 소곱창전골,3.17,6.33,5.5
24558,식육간편조리_본가집 꼬리곰탕,1.75,12.75,7.5
24559,양념육_흑양(세절),2.0,21.0,10.0
24560,양념육_흰여울 양념 소찜갈비,7.2,6.6,6.4
24561,식육간편조리_육공육통삼겹바베큐갈릭&바질,1.0,18.0,20.0
24562,식육간편조리_육공육통삼겹바베큐페퍼,1.0,19.0,17.0
24563,식육간편조리_진안고원의 홍삼품은 훈제삼겹바베큐,4.0,14.0,35.0
24564,식육간편조리_야땡마라삼겹살&소시지볶음,30.0,10.0,10.5
24565,식육간편조리_아워홈 텍사스 바베큐폭립,11.0,18.0,14.0
24566,식육간편조리_한양뚝배기 소갈비,7.0,24.0,19.0
24567,식육간편조리_한우암소갈비찜,12.45,4.75,9.08
24568,식육간편조리_1978 외갓집 고기곰탕,2.8,3.6,0.98
24569,식육간편조리_1978 외갓집 도가니탕,0.6,9.2,2.8
24570,식육간편조리_갈비탕,1.8,2.2,1.3
24571,식육간편조리_강강술래 영양갈비탕,8.0,4.0,2.5
24572,식육간편조리_경복궁 사골 육개장,3.0,3.0,1.9
24573,식육간편조리_경복궁 양곰탕,3.0,3.0,2.6
24574,식육간편조리_경복궁 영양 갈비탕,2.0,3.0,2.9
24575,식육간편조리_경복궁 한우사골 고기곰탕,1.0,3.0,2.3
24576,식육간편조리_경복궁 한우사골곰탕,1.0,2.0,2.1
24577,식육간편조리_고기듬뿍 소갈비탕,0.0,6.17,3.0
24578,식육간편조리_고려삼계탕,1.25,9.5,5.3
24579,식육간편조리_고른 더진한 갈비탕,0.83,3.83,0.63
24580,식육간편조리_곰곰 고기곰탕,0.52,4.48,2.28
24581,양념육_해자람한돈고추장제육불고기,4.72,12.12,14.4
24582,양념육_행복한맛남 훈제닭다리살 슬라이스,1.0,18.0,11.0
24583,양념육_허니소이 오븐촉촉 닭날개구이,7.0,18.0,13.0
24584,양념육_허니카레 오븐촉촉 닭날개구이,6.0,17.0,14.0
24585,양념육_허브 돈갈비살,0.0,17.77,17.06
24586,양념육_허브 돈목살,0.0,9.21,10.32
24587,양념육_허브 돈프레사,0.0,17.21,16.36
24588,양념육_허브 돈항정살,0.0,17.98,24.52
24589,양념육_허브 부채,0.0,20.09,7.18
24590,양념육_허브 살치살,0.0,16.68,26.39
24591,양념육_허브 어린양갈비,0.0,15.84,17.53
24592,양념육_허브 진갈비살,0.0,22.57,33.7
24593,양념육_허브 척등심,0.0,18.6,24.45
24594,양념육_형제한입불닭발,16.67,16.67,1.67
24595,양념육_호랑갈비,5.72,12.87,20.81
24596,양념육_호주 청정우를 사용한 언양식석쇠불고기,16.0,15.0,5.0
24597,양념육_화끈한 순살닭갈비,11.0,13.0,7.0
24598,양념육_훈연 고추장 오리불고기,7.54,5.62,7.54
24599,양념육_훈제막창,4.0,12.0,44.0
24600,양념육_훈제삼겹 BBQ,3.0,16.0,23.0
24601,양념육_흑돼지 간장 주물럭,9.0,11.0,7.0
24602,양념육_흑마늘목살스테이크,9.67,12.33,10.0
24603,양념육_한우 등심 스테이크,0.0,22.27,10.15
24604,양념육_한우 부채 스테이크,0.0,18.52,15.15
24605,양념육_한우 설깃 스테이크,0.0,19.96,11.93
24606,양념육_한우 설도 스테이크(냉장),0.0,20.37,10.96
24607,양념육_한우 소불고기,7.09,13.64,8.4
24608,양념육_한우 앞다리 스테이크(냉장),0.0,19.04,14.15
24609,양념육_한우 채끝 스테이크,0.0,16.33,12.07
24610,양념육_한우 한입두입 스테이크(사태),0.0,22.0,5.0
24611,양념육_한우 한입두입 스테이크(우둔),0.0,22.1,4.9
24612,양념육_한우곱창,1.06,11.56,46.93
24613,양념육_한우곱창,0.0,9.12,11.4
24614,양념육_한우먹는날 한우 암소 갈비 구이,6.09,10.49,27.84
24615,양념육_한우먹는날 한우 암소 등심 스테이크,6.09,10.49,27.84
24616,양념육_한우양념곱창(냉장),0.0,9.12,11.4
24617,양념육_한우양념대창(냉동),0.0,9.3,13.0
24618,양념육_한우양념대창(냉장),0.0,9.3,13.0
24619,양념육_한입LA갈비,42.2,38.0,21.0
24620,양념육_한입가득LA갈비,6.52,9.2,11.86
24621,양념육_한입돼지갈비,4.41,55.3,28.0
24622,양념육_핫 닭껍질,20.0,13.0,35.0
24623,양념육_핫스파이시 버팔로 봉,3.0,17.0,14.0
24624,양념육_핫스파이시 버팔로 윙,2.0,15.0,18.0
24625,양념육_한끼매실불고기,8.0,14.0,4.0
24626,양념육_한끼양념소불고기,11.33,14.0,4.67
24627,양념육_한끼제육불고기,14.67,14.67,8.0
24628,양념육_한끼춘천식닭갈비,14.67,14.67,7.33
24629,양념육_한끼통살 x 문츠 바베큐 스파이시,5.04,17.95,1.24
24630,양념육_한끼통살 x 문츠 바베큐 오리지널,6.28,17.31,1.42
24631,양념육_한끼통살×라무라 백닭,1.9,20.1,1.1
24632,양념육_한끼통살×라무라 적닭,3.6,19.5,0.9
24633,양념육_한끼통살×라무라 흑닭,4.7,20.6,1.5
24634,양념육_한끼통살ｘ라화쿵부 마라맛,2.1,20.2,1.7
24635,양념육_한돈 고추장 제육 불고기,12.0,14.0,8.0
24636,양념육_한돈 바베큐통갈비,38.0,5.0,2.9
24637,양념육_한돈 양념갈비,12.0,12.0,8.0
24638,양념육_한돈 저당 양념 돼지갈비,9.0,12.0,14.0
24639,양념육_한돈 저당 양념 돼지주물럭,6.0,12.0,12.0
24640,양념육_한돈 저당 양념 칼집 돼지왕구이,5.0,12.0,16.0
24641,양념육_한돈양념간장불고기,10.0,15.0,2.3
24642,양념육_한돈양념고추장불고기,9.0,15.0,2.5
24643,양념육_한돈양념돼지LA갈비,9.0,16.0,16.0
24644,양념육_한돈양념등갈비,11.1,13.7,12.6
24645,양념육_한돈양념등갈비(냉동),11.1,13.7,12.6
24646,양념육_한돈양념찜갈비,12.0,12.0,9.0
24647,양념육_크리스피 가라아게,19.0,13.0,17.0
24648,양념육_크리스피 닭날개,17.0,14.0,14.0
24649,양념육_탐LA양념갈비,8.67,20.0,23.87
24650,양념육_텍사스 바베큐 스페어립,2.51,11.16,15.69
24651,양념육_텍사스 바베큐 풀드포크,2.22,9.58,11.47
24652,양념육_텍사스바베큐풀드비프,5.91,22.33,16.35
24653,양념육_토담 미니족,2.1,22.8,16.6
24654,양념육_토담 왕족발,2.1,22.8,16.6
24655,양념육_통마늘근위볶음,9.0,22.0,4.0
24656,양념육_트러플 한돈간장불고기,9.0,15.0,8.0
24657,양념육_트러플 한돈고추장불고기,12.0,16.0,5.0
24658,양념육_특수부위 닭목살양념구이,3.87,14.22,17.71
24659,양념육_파라다이스 호텔&리조트 갈비찜,6.4,10.6,11.0
24660,양념육_파스트라미 BBQ,0.0,21.16,10.49
24661,양념육_편식쟁이만들기(직화순살오븐구이바베큐치킨) 양념구이/순한맛,4.0,23.0,12.0
24662,양념육_평양집 곱창볶음,5.46,14.64,14.08
24663,양념육_포천 방축리 맛나 내장,1.0,21.0,6.0
24664,양념육_프리미엄 돈마호크,6.0,14.0,29.0
24665,양념육_플러스서서갈비,5.0,50.0,10.0
24666,양념육_하림이닭 한입 스테이크 블랙페퍼,2.0,21.0,3.0
24667,양념육_한 판 가득 광양식 소불고기,12.0,20.0,5.0
24668,양념육_한강식품 닭 오돌뼈 양념구이,8.17,14.31,15.2
24669,양념육_찐고추장닭갈비,11.52,13.0,5.07
24670,양념육_찐소금닭목살구이,1.25,12.95,16.6
24671,양념육_찐양념닭목살구이,11.51,8.77,20.97
24672,양념육_찜갈비,3.0,0.02,0.2
24673,양념육_찜닭,12.26,12.5,6.41
24674,양념육_차돌구이,13.0,21.0,12.0
24675,양념육_채움 크리스피 치킨,18.14,13.74,12.36
24676,양념육_척아이롤 야끼니꾸식 구이,10.0,18.0,18.0
24677,양념육_초심 춘천식닭갈비,3.0,14.0,13.0
24678,양념육_촉촉한 슬라이스 닭가슴살 바베큐소스,10.26,16.51,2.47
24679,양념육_촉촉한 슬라이스 닭가슴살 투움바소스,2.84,19.48,4.06
24680,양념육_춘천식 본 닭갈비,4.18,15.78,11.72
24681,양념육_춘천식 순살 닭갈비,9.54,13.6,11.89
24682,양념육_춘천식간장닭갈비,10.0,14.0,8.0
24683,양념육_치마살 한판명작,6.49,13.54,12.91
24684,양념육_치킨 염지육,0.5,5.0,1.5
24685,양념육_치킨마크니,7.9,12.29,11.02
24686,양념육_치킹패티(비가열),0.5,5.0,1.5
24687,양념육_칼집양념구이,10.35,14.44,14.23
24688,양념육_칼집전지양념구이,10.45,12.38,5.78
24689,양념육_컨츄리덕 오븐에 구워먹는 양념육,13.0,13.0,23.0
24690,양념육_콘소메 치킨,16.0,13.0,9.0
24691,양념육_직화 무뼈(덜 매운맛),9.68,18.14,9.41
24692,양념육_직화 무뼈(매운맛),9.68,18.14,9.41
24693,양념육_직화 양념닭목살,8.64,21.62,14.2
24694,양념육_직화 양념닭오돌뼈,7.93,18.6,24.33
24695,양념육_직화 청양화닭 2,13.32,14.35,6.28
24696,양념육_직화 통뼈(덜 매운맛),9.7,18.13,9.4
24697,양념육_직화 통뼈(매운맛),9.7,18.13,9.4
24698,양념육_직화 튤립(덜 매운맛),9.72,18.16,9.4
24699,양념육_직화 튤립(매운맛),9.72,18.16,9.4
24700,양념육_직화 한입 닭가슴살 간장마늘,10.49,16.96,1.03
24701,양념육_직화 한입 닭가슴살 바베큐,12.3,16.82,1.44
24702,양념육_직화 한입 닭가슴살 볼케이노,12.88,17.12,2.12
24703,양념육_직화 한입 닭가슴살 블랙페퍼,0.74,22.09,1.12
24704,양념육_직화 한입 닭가슴살 오리지널맛,1.0,22.82,1.21
24705,양념육_직화무뼈국물닭발,11.0,13.0,7.5
24706,양념육_직화무뼈닭발,8.33,20.44,8.89
24707,양념육_직화무뼈닭발,8.89,22.22,9.44
24708,양념육_진심한우소머리고기,0.13,21.81,22.42
24709,양념육_쫄깃오리주물럭,11.09,10.77,16.89
24710,양념육_찐간장닭갈비,12.26,12.5,6.41
24711,덮밥_낙지,24.12,5.88,3.34
24712,양념육_자연가득 양념 닭다리살 구이,5.0,15.0,10.0
24713,양념육_자연한알 간장돼지불고기,16.5,11.0,10.0
24714,양념육_자연한알 고추장돼지불고기,16.5,13.5,10.5
24715,양념육_자연한알 양념소불고기,10.5,12.8,12.4
24716,양념육_장충동 훈제삼겹,2.07,20.93,20.02
24717,양념육_장회장 한우 이동갈비,13.7,27.1,23.0
24718,양념육_전통양념소불고기(냉동),9.0,16.0,5.0
24719,양념육_정육조각,0.0,20.0,12.0
24720,양념육_정호영셰프의 프리미엄 일품 LA갈비,5.54,8.9,8.5
24721,양념육_제육볶음,15.77,15.82,8.44
24722,양념육_제육볶음,13.07,11.5,6.0
24723,양념육_제주도새기양념갈비(냉동),4.0,16.0,9.0
24724,양념육_제주도새기양념갈비(냉장),4.0,16.0,9.0
24725,양념육_제주돼지 통목심 스테이크,1.0,17.0,17.0
24726,양념육_제주돼지 통삼겹 스테이크,1.0,13.0,30.0
24727,양념육_주촌 김해뒷고기 주물럭,11.09,21.55,16.92
24728,양념육_주촌 달콤 돼지불고기(냉장),7.9,17.05,13.25
24729,양념육_주촌 돼지불백 달콤불고기,7.9,24.01,18.94
24730,양념육_주촌 매콤 돼지불고기(냉장),7.9,17.05,13.25
24731,양념육_주촌돼지불백 매콤 불고기,7.6,23.91,19.12
24732,양념육_지니제육불고기,0.5,2.83,0.33
24733,양념육_직화 단짠포크 2,14.77,13.57,18.18
24734,양념육_육육 돼지국밥용,4.0,19.0,25.58
24735,양념육_의원상 무뼈닭발,15.35,12.62,7.7
24736,양념육_의원상 오리날개,13.41,24.92,5.02
24737,양념육_의원상 오리머리,12.33,21.21,8.45
24738,양념육_의원상 오리목,11.69,31.41,3.38
24739,양념육_의원상 오리삭뼈,19.49,28.32,4.71
24740,양념육_의원상 오리창,8.71,17.95,13.64
24741,양념육_의원상 오리혀,19.49,28.32,4.71
24742,양념육_이거네 한방족발,0.93,26.0,13.6
24743,양념육_이것이 진짜 한우사태고기,0.0,30.0,21.0
24744,양념육_이종임의 일품 LA갈비,2.3,11.3,8.08
24745,양념육_이푸드 모듬슬라이스,0.2,20.6,20.3
24746,양념육_일품 소갈비찜,13.0,11.0,10.0
24747,양념육_임성근의 맴맴 국물닭발(무뼈),14.6,19.5,7.7
24748,양념육_임성근의 맴맴 닭근위,14.5,25.5,4.1
24749,양념육_임성근의 맴맴 오돌뼈,7.2,19.9,16.1
24750,양념육_임성근의 맴맴 오돌뼈,16.69,16.32,14.5
24751,양념육_잇메이트 슬라이스 소스 닭가슴살 로스트핫바베큐,12.0,15.33,2.67
24752,양념육_잇메이트 슬라이스 소스 닭가슴살 바베큐,15.33,16.0,1.73
24753,양념육_잇메이트 슬라이스 소스 닭가슴살 토마토로제,6.67,16.0,2.4
24754,양념육_잇메이트 슬라이스 소스 닭가슴살 토마토스테이크,10.67,16.0,1.47
24755,양념육_올떡 내장,1.0,22.0,3.6
24756,양념육_올바르고 반듯한 블랙페퍼 수비드 닭가슴살,1.54,18.46,1.15
24757,양념육_올바르고 반듯한 오리지널 수비드 닭가슴살,1.54,18.46,1.69
24758,양념육_올바르고 반듯한 허브 수비드 닭가슴살,1.54,18.46,1.46
24759,양념육_와규소불고기,10.2,12.9,8.2
24760,양념육_와규양념소불고기,6.53,15.19,10.05
24761,양념육_와규와규 소불고기,8.0,14.0,5.0
24762,양념육_왔쏘 양념소불고기,7.54,12.94,9.74
24763,양념육_요나 닭가슴살,0.56,22.78,0.94
24764,양념육_요나 부챗살 스테이크,1.11,20.0,13.89
24765,양념육_요나 수입 돈목살 스테이크,1.11,17.22,16.11
24766,양념육_요나 채끝 스테이크,1.11,17.78,16.11
24767,양념육_요나 큐브 스테이크,1.11,17.78,16.11
24768,양념육_요나 한돈 목살 스테이크,1.11,17.22,16.11
24769,양념육_우삼겹,6.32,15.87,36.93
24770,양념육_우설,0.0,22.0,10.0
24771,양념육_우정욱의데리야키치킨구이,10.56,13.33,6.67
24772,양념육_워커힐고메LA갈비,11.0,11.0,22.0
24773,양념육_웨이브 비프 찹스테이크,0.0,20.21,13.23
24774,양념육_육도락 간장 불고기,11.34,10.58,18.94
24775,양념육_육도락 고추장 제육,8.48,12.46,22.03
24776,양념육_육도락 양념 목살,8.99,13.13,15.81
24777,양념육_양삼겹살 양념육,13.7,27.1,35.3
24778,양념육_언양식 명품한우 한판불고기,16.0,15.0,5.0
24779,양념육_언양식 한우 석쇠불고기,8.1,13.96,17.5
24780,양념육_언양식 한우 석쇠불고기(냉장),4.13,17.2,21.73
24781,양념육_언양식소불고기,7.0,14.0,17.0
24782,양념육_언양식소불고기(냉동),11.0,15.0,4.4
24783,양념육_에브리쿡 간장양념 돼지껍데기,6.33,16.67,25.0
24784,양념육_에브리쿡 매콤양념 돼지껍데기,12.67,16.67,25.33
24785,양념육_에브리쿡 소금양념 돼지껍데기,0.33,20.67,34.0
24786,양념육_엠디스마켓 제대로 담은 돼지포갈비,8.1,19.5,14.4
24787,양념육_염통꼬치,0.25,17.75,4.0
24788,양념육_영웅갈비찜 간장갈비찜,7.93,14.1,26.25
24789,양념육_영웅갈비찜 매운국물소갈비찜,0.33,3.0,2.33
24790,양념육_오도독 연골 소금구이,1.11,16.29,11.61
